genuinely_ADV,0.32388982
truly_ADV,0.36419567
critically_ADV,0.4356301
constantly_ADV,0.44742787
exceedingly_ADV,0.48269975
vitally_ADV,0.483584
technically_ADV,0.49156985
instantly_ADV,0.5188141
naturally_ADV,0.52235955
altogether_ADV,0.5238636
permanently_ADV,0.53128403
enormously_ADV,0.5351286
positively_ADV,0.5381214
fully_ADV,0.5416183
purely_ADV,0.54179496
literally_ADV,0.5423106
surprisingly_ADV,0.5581509
extraordinarily_ADV,0.5675534
directly_ADV,0.5741648
heavily_ADV,0.5772884
specifically_ADV,0.58864325
definitely_ADV,0.5907481
immensely_ADV,0.5959812
utterly_ADV,0.60344565
deeply_ADV,0.6081288
strictly_ADV,0.636424
generally_ADV,0.6444792
gradually_ADV,0.65216
highly_ADV,0.654336
wholly_ADV,0.65523
significantly_ADV,0.65744257
specially_ADV,0.6645736
seriously_ADV,0.66584855
increasingly_ADV,0.670688
entirely_ADV,0.6755839
completely_ADV,0.6815572
frankly_ADV,0.6912345
perfectly_ADV,0.6986598
obviously_ADV,0.702947
exceptionally_ADV,0.7058381
properly_ADV,0.70664304
thoroughly_ADV,0.7075594
blooming_ADV,0.7102602
bitterly_ADV,0.7153892
blatantly_ADV,0.7174961
tremendously_ADV,0.719235
clearly_ADV,0.7219915
strongly_ADV,0.73506093
damn_ADV,0.7370623
extremely_ADV,0.7392162
incredibly_ADV,0.7413734
badly_ADV,0.74554837
especially_ADV,0.75274915
necessarily_ADV,0.7530892
terribly_ADV,0.7539481
so_ADV,0.7554048
dead_ADV,0.75641304
fucking_ADV,0.7630481
totally_ADV,0.770888
bloody_ADV,0.7814056
absolutely_ADV,0.786481
most_ADV,0.8024094
awful_ADV,0.8047292
quite_ADV,0.8102795
really_ADV,0.82257956
awfully_ADV,0.8248331
easily_ADV,0.8262778
real_ADV,0.8321079
all_ADV,0.8368117
too_ADV,0.84612453
jolly_ADV,0.85141426
particularly_ADV,0.8592308
very_ADV,0.8671748
